sensor_id,temperature,vibration,pressure,timestamp
SENSOR_787,85.28,1.7917,1032.25,2026-03-18 17:46:25
SENSOR_458,66.4,4.3466,984.56,2026-03-18 17:46:25
SENSOR_972,27.27,2.5792,1043.69,2026-03-18 17:46:25
SENSOR_313,44.49,1.8844,1099.81,2026-03-18 17:46:25
SENSOR_168,22.93,0.492,1075.23,2026-03-18 17:46:25
SENSOR_856,43.87,2.7676,959.67,2026-03-18 17:46:25
SENSOR_298,93.8,0.1448,1091.57,2026-03-18 17:46:25
SENSOR_470,61.47,2.9498,1094.65,2026-03-18 17:46:25
SENSOR_400,76.24,2.4236,1013.8,2026-03-18 17:46:25
SENSOR_766,68.15,3.967,943.44,2026-03-18 17:46:25
SENSOR_302,70.35,2.8238,1064.25,2026-03-18 17:46:25
SENSOR_353,97.27,0.4798,1040.1,2026-03-18 17:46:25
SENSOR_611,71.05,2.9978,1036.11,2026-03-18 17:46:25
SENSOR_502,55.82,0.6668,912.5,2026-03-18 17:46:25
SENSOR_503,82.17,0.3808,942.1,2026-03-18 17:46:25
SENSOR_529,85.24,3.6026,1087.44,2026-03-18 17:46:25
SENSOR_674,37.9,0.6837,1022.94,2026-03-18 17:46:25
SENSOR_353,34.74,0.3007,959.21,2026-03-18 17:46:25
SENSOR_272,42.74,2.8652,1047.75,2026-03-18 17:46:25
SENSOR_859,67.09,0.4845,1087.55,2026-03-18 17:46:25
SENSOR_366,35.69,0.8142,1063.59,2026-03-18 17:46:25
SENSOR_887,84.69,2.2705,913.07,2026-03-18 17:46:25
SENSOR_938,80.21,4.4987,1068.52,2026-03-18 17:46:25
SENSOR_407,64.89,3.5774,905.19,2026-03-18 17:46:25
SENSOR_609,56.89,0.3488,1065.55,2026-03-18 17:46:25
SENSOR_505,47.84,0.7614,1096.13,2026-03-18 17:46:25
SENSOR_305,94.15,4.3538,1014.51,2026-03-18 17:46:25
SENSOR_401,79.86,4.3279,1077.2,2026-03-18 17:46:25
SENSOR_155,84.38,2.443,922.17,2026-03-18 17:46:25
SENSOR_842,89.48,1.3296,1002.12,2026-03-18 17:46:25
SENSOR_362,58.75,4.9954,972.6,2026-03-18 17:46:25
SENSOR_916,85.67,0.1819,1077.52,2026-03-18 17:46:25
SENSOR_920,57.59,1.7096,1023.72,2026-03-18 17:46:25
SENSOR_955,28.08,2.8427,1057.25,2026-03-18 17:46:25
SENSOR_494,53.35,2.0699,986.57,2026-03-18 17:46:25
SENSOR_911,83.41,1.1977,1009.15,2026-03-18 17:46:25
SENSOR_250,53.92,2.0757,920.45,2026-03-18 17:46:25
SENSOR_977,28.85,2.9316,1024.69,2026-03-18 17:46:25
SENSOR_770,67.58,1.6769,925.88,2026-03-18 17:46:25
SENSOR_832,49.61,1.4707,911.59,2026-03-18 17:46:25
SENSOR_110,30.17,0.8558,980.0,2026-03-18 17:46:25
SENSOR_426,86.7,3.0415,981.36,2026-03-18 17:46:25
SENSOR_288,94.72,4.3978,962.54,2026-03-18 17:46:25
SENSOR_225,45.48,1.224,921.63,2026-03-18 17:46:25
SENSOR_632,41.64,4.5607,1070.19,2026-03-18 17:46:25
SENSOR_603,54.64,4.4286,1042.51,2026-03-18 17:46:25
SENSOR_515,75.05,1.6576,921.45,2026-03-18 17:46:25
SENSOR_168,30.88,2.9292,970.11,2026-03-18 17:46:25
SENSOR_836,35.33,0.8647,1068.79,2026-03-18 17:46:25
SENSOR_141,85.52,1.8091,1025.06,2026-03-18 17:46:25
SENSOR_992,82.21,3.6896,1037.68,2026-03-18 17:46:25
SENSOR_406,65.18,3.0309,1098.27,2026-03-18 17:46:25
SENSOR_831,92.67,1.315,1071.81,2026-03-18 17:46:25
SENSOR_239,24.93,1.216,978.88,2026-03-18 17:46:25
SENSOR_598,31.2,1.3643,1040.52,2026-03-18 17:46:25
SENSOR_846,83.38,1.2764,977.39,2026-03-18 17:46:25
SENSOR_623,87.68,4.3147,961.75,2026-03-18 17:46:25
SENSOR_596,77.85,4.2325,1017.24,2026-03-18 17:46:25
SENSOR_833,31.02,3.0577,918.07,2026-03-18 17:46:25
SENSOR_655,95.65,1.1022,996.27,2026-03-18 17:46:25
SENSOR_998,78.8,0.4618,1004.28,2026-03-18 17:46:25
SENSOR_425,79.12,0.5573,936.83,2026-03-18 17:46:25
SENSOR_379,73.12,3.1211,949.85,2026-03-18 17:46:25
SENSOR_552,58.31,3.3852,1057.76,2026-03-18 17:46:25
SENSOR_367,20.87,1.3095,928.3,2026-03-18 17:46:25
SENSOR_660,21.23,4.1031,1026.4,2026-03-18 17:46:25
SENSOR_591,45.01,4.6834,1011.77,2026-03-18 17:46:25
SENSOR_924,25.26,0.6837,1036.39,2026-03-18 17:46:25
SENSOR_663,85.27,0.9531,949.32,2026-03-18 17:46:25
SENSOR_918,42.64,0.6641,1047.98,2026-03-18 17:46:25
SENSOR_396,53.58,2.1686,1041.46,2026-03-18 17:46:25
SENSOR_839,37.05,2.7977,1003.86,2026-03-18 17:46:25
SENSOR_632,35.47,3.4339,1004.77,2026-03-18 17:46:25
SENSOR_595,78.88,0.8376,1004.86,2026-03-18 17:46:25
SENSOR_404,69.96,2.1182,1088.53,2026-03-18 17:46:25
SENSOR_368,89.36,2.0025,1074.46,2026-03-18 17:46:25
SENSOR_347,31.13,2.7938,946.14,2026-03-18 17:46:25
SENSOR_619,65.19,1.0818,921.91,2026-03-18 17:46:25
SENSOR_103,61.97,0.6277,950.12,2026-03-18 17:46:25
SENSOR_833,69.15,1.5959,1014.02,2026-03-18 17:46:25
SENSOR_991,48.74,4.4854,966.97,2026-03-18 17:46:25
SENSOR_635,77.35,2.0097,990.99,2026-03-18 17:46:25
SENSOR_996,48.28,4.1075,1021.1,2026-03-18 17:46:25
SENSOR_718,29.91,1.3512,1085.0,2026-03-18 17:46:25
SENSOR_868,21.08,2.1776,1032.37,2026-03-18 17:46:25
SENSOR_889,51.7,2.6193,905.82,2026-03-18 17:46:25
SENSOR_742,29.76,2.1986,1053.27,2026-03-18 17:46:25
SENSOR_973,76.93,2.3809,1061.62,2026-03-18 17:46:25
SENSOR_437,43.42,4.1011,939.11,2026-03-18 17:46:25
SENSOR_820,49.39,3.4291,910.37,2026-03-18 17:46:25
SENSOR_487,98.58,2.0298,980.47,2026-03-18 17:46:25
SENSOR_137,22.81,4.3437,1072.15,2026-03-18 17:46:25
SENSOR_768,39.73,0.1544,972.91,2026-03-18 17:46:25
SENSOR_814,92.8,4.5348,1095.11,2026-03-18 17:46:25
SENSOR_693,71.26,4.4028,940.13,2026-03-18 17:46:25
SENSOR_250,68.9,1.7487,1089.2,2026-03-18 17:46:25
SENSOR_509,26.3,1.5116,946.01,2026-03-18 17:46:25
SENSOR_954,48.73,3.0595,1080.3,2026-03-18 17:46:25
SENSOR_192,82.76,1.5926,1055.36,2026-03-18 17:46:25
SENSOR_661,24.47,2.6111,902.32,2026-03-18 17:46:25
SENSOR_907,97.36,4.1834,1025.99,2026-03-18 17:46:25
SENSOR_768,45.66,3.2463,1087.18,2026-03-18 17:46:25
SENSOR_125,67.42,3.0484,964.43,2026-03-18 17:46:25
