sensor_id,temperature,vibration,pressure,timestamp
SENSOR_736,41.09,4.8852,962.26,2026-03-18 17:12:58
SENSOR_291,73.99,0.4247,904.06,2026-03-18 17:12:58
SENSOR_560,57.81,2.9513,1037.94,2026-03-18 17:12:58
SENSOR_493,27.23,2.1815,995.94,2026-03-18 17:12:58
SENSOR_143,58.27,2.5841,1085.87,2026-03-18 17:12:58
SENSOR_115,76.61,2.2303,1010.05,2026-03-18 17:12:58
SENSOR_106,86.4,0.9912,927.73,2026-03-18 17:12:58
SENSOR_393,34.27,2.3194,936.83,2026-03-18 17:12:58
SENSOR_605,86.66,3.9038,1042.62,2026-03-18 17:12:58
SENSOR_494,85.38,2.6805,1070.8,2026-03-18 17:12:58
SENSOR_419,32.68,1.7192,911.88,2026-03-18 17:12:58
SENSOR_192,92.14,1.4929,957.61,2026-03-18 17:12:58
SENSOR_464,51.95,1.9785,1047.83,2026-03-18 17:12:58
SENSOR_856,65.5,3.942,943.0,2026-03-18 17:12:58
SENSOR_853,22.87,0.4396,949.18,2026-03-18 17:12:58
SENSOR_708,45.04,4.2748,1052.22,2026-03-18 17:12:58
SENSOR_498,72.08,0.1297,1047.24,2026-03-18 17:12:58
SENSOR_809,67.9,4.1441,1037.49,2026-03-18 17:12:58
SENSOR_702,80.46,2.5644,983.1,2026-03-18 17:12:58
SENSOR_610,78.31,2.0519,1024.82,2026-03-18 17:12:58
SENSOR_259,66.85,0.9136,1020.79,2026-03-18 17:12:58
SENSOR_900,40.68,0.1042,1062.53,2026-03-18 17:12:58
SENSOR_490,46.87,2.5327,948.3,2026-03-18 17:12:58
SENSOR_193,26.71,2.9701,1002.29,2026-03-18 17:12:58
SENSOR_675,72.99,2.9222,970.78,2026-03-18 17:12:58
SENSOR_239,36.56,0.7971,1026.78,2026-03-18 17:12:58
SENSOR_352,79.09,0.533,964.86,2026-03-18 17:12:58
SENSOR_980,53.59,0.2064,1043.04,2026-03-18 17:12:58
SENSOR_840,53.89,2.6947,946.88,2026-03-18 17:12:58
SENSOR_716,61.02,4.9787,1044.42,2026-03-18 17:12:58
SENSOR_922,32.96,2.9671,970.07,2026-03-18 17:12:58
SENSOR_242,64.18,1.5179,1064.46,2026-03-18 17:12:58
SENSOR_518,81.31,2.1724,1001.46,2026-03-18 17:12:58
SENSOR_602,84.85,1.6258,1030.27,2026-03-18 17:12:58
SENSOR_349,54.95,3.1796,979.59,2026-03-18 17:12:58
SENSOR_743,81.1,3.0385,904.65,2026-03-18 17:12:58
SENSOR_594,44.24,1.0195,932.74,2026-03-18 17:12:58
SENSOR_901,88.27,0.533,1076.32,2026-03-18 17:12:58
SENSOR_426,99.03,3.1886,926.09,2026-03-18 17:12:58
SENSOR_451,30.83,0.8199,949.65,2026-03-18 17:12:58
SENSOR_143,67.39,0.982,931.98,2026-03-18 17:12:58
SENSOR_483,74.2,1.5089,930.5,2026-03-18 17:12:58
SENSOR_571,83.97,0.6947,1018.4,2026-03-18 17:12:58
SENSOR_143,60.44,4.9952,910.33,2026-03-18 17:12:58
SENSOR_561,36.38,0.4987,935.92,2026-03-18 17:12:58
SENSOR_259,91.39,4.9904,931.25,2026-03-18 17:12:58
SENSOR_567,85.27,4.8048,938.08,2026-03-18 17:12:58
SENSOR_949,99.27,4.0729,920.01,2026-03-18 17:12:58
SENSOR_308,35.51,1.1524,967.88,2026-03-18 17:12:58
SENSOR_262,80.39,3.2246,908.42,2026-03-18 17:12:58
SENSOR_583,86.88,3.9979,1086.34,2026-03-18 17:12:58
SENSOR_128,43.87,4.4158,1058.47,2026-03-18 17:12:58
SENSOR_660,39.69,2.9753,907.67,2026-03-18 17:12:58
SENSOR_880,46.07,4.9454,910.56,2026-03-18 17:12:58
SENSOR_197,93.78,3.3396,934.02,2026-03-18 17:12:58
SENSOR_916,86.42,0.6489,966.88,2026-03-18 17:12:58
SENSOR_368,35.93,3.3565,985.67,2026-03-18 17:12:58
SENSOR_558,37.89,4.3082,1014.16,2026-03-18 17:12:58
SENSOR_168,54.92,4.1427,957.27,2026-03-18 17:12:58
SENSOR_440,79.41,1.0745,1062.56,2026-03-18 17:12:58
SENSOR_854,26.14,4.3661,1012.57,2026-03-18 17:12:58
SENSOR_686,39.43,0.2941,987.08,2026-03-18 17:12:58
SENSOR_757,49.24,1.0783,1015.98,2026-03-18 17:12:58
SENSOR_814,76.43,1.7423,955.15,2026-03-18 17:12:58
SENSOR_629,92.09,3.6735,1075.57,2026-03-18 17:12:58
SENSOR_406,57.18,4.7362,1029.83,2026-03-18 17:12:58
SENSOR_351,93.89,3.0954,1095.36,2026-03-18 17:12:58
SENSOR_199,86.43,0.503,1090.02,2026-03-18 17:12:58
SENSOR_471,39.05,1.8471,984.63,2026-03-18 17:12:58
SENSOR_695,34.78,2.5997,900.36,2026-03-18 17:12:58
SENSOR_805,45.08,2.645,958.14,2026-03-18 17:12:58
SENSOR_989,54.83,1.1512,931.07,2026-03-18 17:12:58
SENSOR_623,46.08,1.2579,952.25,2026-03-18 17:12:58
SENSOR_368,58.18,1.9704,964.81,2026-03-18 17:12:58
SENSOR_443,32.1,0.5732,1082.72,2026-03-18 17:12:58
SENSOR_827,47.25,4.7624,1093.6,2026-03-18 17:12:58
SENSOR_958,53.75,2.7123,1045.04,2026-03-18 17:12:58
SENSOR_908,38.11,2.9294,939.21,2026-03-18 17:12:58
SENSOR_844,96.11,1.7888,980.92,2026-03-18 17:12:58
SENSOR_348,55.51,3.9928,1089.98,2026-03-18 17:12:58
SENSOR_623,37.46,1.69,1080.95,2026-03-18 17:12:58
SENSOR_390,27.49,2.5373,1080.71,2026-03-18 17:12:58
SENSOR_234,89.84,2.4928,1068.72,2026-03-18 17:12:58
SENSOR_900,70.8,4.837,1084.04,2026-03-18 17:12:58
SENSOR_308,45.18,4.8394,1018.68,2026-03-18 17:12:58
SENSOR_938,44.11,3.9329,1048.24,2026-03-18 17:12:58
SENSOR_830,62.16,1.9188,964.41,2026-03-18 17:12:58
SENSOR_726,86.68,3.2034,921.12,2026-03-18 17:12:58
SENSOR_193,68.22,1.7384,997.07,2026-03-18 17:12:58
SENSOR_418,95.9,0.5536,1049.47,2026-03-18 17:12:58
SENSOR_492,70.03,2.1413,977.42,2026-03-18 17:12:58
SENSOR_225,74.94,4.5569,1095.02,2026-03-18 17:12:58
SENSOR_252,61.1,4.0392,905.82,2026-03-18 17:12:58
SENSOR_683,66.05,4.6603,1058.61,2026-03-18 17:12:58
SENSOR_173,85.96,3.3662,946.78,2026-03-18 17:12:58
SENSOR_122,99.25,3.7227,1009.88,2026-03-18 17:12:58
SENSOR_686,22.81,2.3651,1064.33,2026-03-18 17:12:58
SENSOR_212,55.55,0.6394,995.36,2026-03-18 17:12:58
SENSOR_881,42.76,3.9622,941.92,2026-03-18 17:12:58
SENSOR_765,26.1,3.3047,1028.69,2026-03-18 17:12:58
SENSOR_415,36.87,1.7222,1045.02,2026-03-18 17:12:58
SENSOR_521,72.28,3.1523,1053.52,2026-03-18 17:12:58
SENSOR_602,80.16,3.5384,1000.04,2026-03-18 17:12:58
SENSOR_522,59.43,3.9098,943.9,2026-03-18 17:12:58
SENSOR_934,81.46,2.9981,1061.68,2026-03-18 17:12:58
SENSOR_584,92.49,2.516,1075.87,2026-03-18 17:12:58
SENSOR_971,49.58,1.0618,955.05,2026-03-18 17:12:58
SENSOR_221,28.09,4.2659,971.51,2026-03-18 17:12:58
SENSOR_435,95.35,0.7474,938.47,2026-03-18 17:12:58
SENSOR_173,50.48,4.814,1041.69,2026-03-18 17:12:58
SENSOR_131,64.7,3.991,1013.35,2026-03-18 17:12:58
SENSOR_899,72.98,0.4763,932.53,2026-03-18 17:12:58
SENSOR_423,98.56,4.0693,1051.84,2026-03-18 17:12:58
SENSOR_458,93.6,4.5372,1040.7,2026-03-18 17:12:58
SENSOR_958,69.38,0.1056,951.3,2026-03-18 17:12:58
SENSOR_239,27.82,0.7749,1028.77,2026-03-18 17:12:58
SENSOR_747,89.14,3.3905,911.59,2026-03-18 17:12:58
SENSOR_203,95.81,2.004,1071.07,2026-03-18 17:12:58
SENSOR_762,89.31,0.9383,1003.48,2026-03-18 17:12:58
SENSOR_141,34.5,4.3723,1076.55,2026-03-18 17:12:58
SENSOR_733,26.83,4.6785,1046.67,2026-03-18 17:12:58
SENSOR_223,41.18,1.2488,995.65,2026-03-18 17:12:58
SENSOR_708,68.54,0.6556,993.0,2026-03-18 17:12:58
SENSOR_738,78.67,0.5079,904.51,2026-03-18 17:12:58
SENSOR_518,52.32,3.5605,951.54,2026-03-18 17:12:58
SENSOR_358,94.86,4.5416,948.05,2026-03-18 17:12:58
SENSOR_351,57.4,4.8332,907.28,2026-03-18 17:12:58
SENSOR_474,74.77,2.5257,938.38,2026-03-18 17:12:58
SENSOR_900,83.91,1.5466,1054.76,2026-03-18 17:12:58
SENSOR_853,62.7,3.1956,989.43,2026-03-18 17:12:58
SENSOR_357,42.02,3.6011,1075.26,2026-03-18 17:12:58
SENSOR_832,71.75,4.5158,906.9,2026-03-18 17:12:58
SENSOR_519,27.29,3.3348,1015.79,2026-03-18 17:12:58
SENSOR_764,42.76,0.1744,1000.1,2026-03-18 17:12:58
SENSOR_697,79.8,4.1614,1083.82,2026-03-18 17:12:58
SENSOR_754,85.55,4.7635,1095.78,2026-03-18 17:12:58
SENSOR_302,30.49,0.1198,1042.31,2026-03-18 17:12:58
SENSOR_304,20.68,0.2761,1048.41,2026-03-18 17:12:58
SENSOR_997,64.97,4.474,994.44,2026-03-18 17:12:58
SENSOR_652,68.74,1.8029,1073.83,2026-03-18 17:12:58
SENSOR_373,97.84,3.2635,938.42,2026-03-18 17:12:58
SENSOR_943,84.6,0.903,1087.39,2026-03-18 17:12:58
SENSOR_440,23.58,0.1703,976.23,2026-03-18 17:12:58
SENSOR_888,72.33,0.1212,966.64,2026-03-18 17:12:58
SENSOR_376,26.34,1.5045,945.19,2026-03-18 17:12:58
SENSOR_213,88.03,2.6436,942.78,2026-03-18 17:12:58
SENSOR_401,29.68,0.9072,1004.88,2026-03-18 17:12:58
SENSOR_791,87.44,0.9054,998.53,2026-03-18 17:12:58
SENSOR_125,30.2,4.8822,1002.84,2026-03-18 17:12:58
SENSOR_153,72.69,3.8151,953.58,2026-03-18 17:12:58
