sensor_id,temperature,vibration,pressure,timestamp
SENSOR_385,65.81,2.521,916.65,2026-03-18 18:26:31
SENSOR_388,90.3,2.7417,998.24,2026-03-18 18:26:31
SENSOR_160,63.58,1.7461,911.5,2026-03-18 18:26:31
SENSOR_480,40.69,3.4098,939.45,2026-03-18 18:26:31
SENSOR_285,78.21,3.8812,989.59,2026-03-18 18:26:31
SENSOR_858,98.14,4.2923,1051.75,2026-03-18 18:26:31
SENSOR_266,85.01,3.4398,910.12,2026-03-18 18:26:31
SENSOR_998,79.99,4.2628,1020.55,2026-03-18 18:26:31
SENSOR_131,55.99,4.9829,1091.85,2026-03-18 18:26:31
SENSOR_325,24.57,0.481,954.69,2026-03-18 18:26:31
SENSOR_332,75.03,0.575,1074.82,2026-03-18 18:26:31
SENSOR_833,46.27,2.4353,964.36,2026-03-18 18:26:31
SENSOR_575,41.12,4.3944,943.21,2026-03-18 18:26:31
SENSOR_772,84.42,0.5687,1047.38,2026-03-18 18:26:31
SENSOR_813,73.08,3.6089,1063.6,2026-03-18 18:26:31
SENSOR_778,26.09,3.1511,904.46,2026-03-18 18:26:31
SENSOR_118,70.43,4.8937,1022.2,2026-03-18 18:26:31
SENSOR_500,48.87,0.7161,975.19,2026-03-18 18:26:31
SENSOR_183,46.72,1.9134,1076.44,2026-03-18 18:26:31
SENSOR_209,27.43,0.7404,987.18,2026-03-18 18:26:31
SENSOR_946,81.36,3.1919,1067.85,2026-03-18 18:26:31
SENSOR_747,98.86,0.8063,951.76,2026-03-18 18:26:31
SENSOR_930,99.82,3.0957,1001.98,2026-03-18 18:26:31
SENSOR_640,91.86,1.0442,1069.59,2026-03-18 18:26:31
SENSOR_373,49.12,1.873,904.51,2026-03-18 18:26:31
SENSOR_397,34.29,4.9946,1078.43,2026-03-18 18:26:31
SENSOR_963,99.66,0.8846,1066.98,2026-03-18 18:26:31
SENSOR_762,72.62,3.9154,1061.04,2026-03-18 18:26:31
SENSOR_476,84.53,2.6912,975.08,2026-03-18 18:26:31
SENSOR_833,70.46,3.0506,930.77,2026-03-18 18:26:31
SENSOR_787,91.27,0.2541,1032.38,2026-03-18 18:26:31
SENSOR_405,23.5,0.2251,940.82,2026-03-18 18:26:31
SENSOR_657,24.2,0.5933,1061.35,2026-03-18 18:26:31
SENSOR_828,99.55,0.77,1023.01,2026-03-18 18:26:31
SENSOR_535,22.09,1.4681,987.82,2026-03-18 18:26:31
SENSOR_997,67.46,3.2751,1020.85,2026-03-18 18:26:31
SENSOR_441,27.84,2.0614,907.41,2026-03-18 18:26:31
