sensor_id,temperature,vibration,pressure,timestamp
SENSOR_995,47.43,2.0459,1029.98,2026-03-18 18:36:32
SENSOR_139,45.08,4.7947,1027.51,2026-03-18 18:36:32
SENSOR_188,78.37,0.1723,956.37,2026-03-18 18:36:32
SENSOR_142,43.63,3.7417,1040.28,2026-03-18 18:36:32
SENSOR_340,77.21,4.5024,965.27,2026-03-18 18:36:32
SENSOR_847,58.87,0.8444,974.81,2026-03-18 18:36:32
SENSOR_692,73.63,1.2372,1007.49,2026-03-18 18:36:32
SENSOR_352,71.85,2.7816,914.17,2026-03-18 18:36:32
SENSOR_249,50.58,0.674,1029.59,2026-03-18 18:36:32
SENSOR_828,37.0,1.4828,1013.86,2026-03-18 18:36:32
SENSOR_929,50.34,4.9184,1034.38,2026-03-18 18:36:32
SENSOR_249,52.52,1.6618,901.69,2026-03-18 18:36:32
SENSOR_390,72.09,4.5154,1032.96,2026-03-18 18:36:32
SENSOR_244,63.93,1.1609,935.55,2026-03-18 18:36:32
SENSOR_709,92.7,1.4459,918.64,2026-03-18 18:36:32
SENSOR_956,40.06,0.454,917.36,2026-03-18 18:36:32
SENSOR_791,26.55,0.2732,908.96,2026-03-18 18:36:32
SENSOR_137,88.89,2.2111,1015.18,2026-03-18 18:36:32
SENSOR_140,67.03,1.1417,977.9,2026-03-18 18:36:32
SENSOR_735,53.42,0.1227,952.48,2026-03-18 18:36:32
SENSOR_711,52.7,2.0313,983.94,2026-03-18 18:36:32
SENSOR_961,28.64,2.3215,944.98,2026-03-18 18:36:32
SENSOR_150,59.1,1.5209,1002.12,2026-03-18 18:36:32
SENSOR_852,43.07,2.8674,910.98,2026-03-18 18:36:32
SENSOR_470,58.73,1.2889,996.47,2026-03-18 18:36:32
SENSOR_812,53.07,4.2141,910.11,2026-03-18 18:36:32
SENSOR_959,78.93,1.7027,1041.51,2026-03-18 18:36:32
SENSOR_707,42.57,4.2202,930.6,2026-03-18 18:36:32
SENSOR_428,49.21,4.3589,1017.53,2026-03-18 18:36:32
SENSOR_692,72.24,1.8135,941.43,2026-03-18 18:36:32
SENSOR_841,85.57,0.5556,991.61,2026-03-18 18:36:32
SENSOR_818,99.67,2.9935,1075.49,2026-03-18 18:36:32
SENSOR_484,64.44,3.6578,1033.92,2026-03-18 18:36:32
SENSOR_571,92.77,3.5084,1093.62,2026-03-18 18:36:32
SENSOR_221,22.86,3.8241,1049.13,2026-03-18 18:36:32
SENSOR_270,72.43,0.1766,966.47,2026-03-18 18:36:32
SENSOR_665,52.15,4.7136,1027.25,2026-03-18 18:36:32
SENSOR_942,22.72,2.4922,992.79,2026-03-18 18:36:32
SENSOR_388,35.83,1.6342,990.45,2026-03-18 18:36:32
SENSOR_393,96.58,2.3884,1043.31,2026-03-18 18:36:32
SENSOR_555,42.85,1.7635,1041.3,2026-03-18 18:36:32
SENSOR_547,60.69,1.546,958.26,2026-03-18 18:36:32
SENSOR_271,35.49,4.9385,925.7,2026-03-18 18:36:32
SENSOR_664,70.46,2.658,975.88,2026-03-18 18:36:32
SENSOR_823,78.55,0.565,1090.72,2026-03-18 18:36:32
SENSOR_906,65.28,0.5124,1076.98,2026-03-18 18:36:32
SENSOR_126,86.81,0.8448,973.92,2026-03-18 18:36:32
SENSOR_115,23.26,1.2082,1097.46,2026-03-18 18:36:32
SENSOR_388,47.32,4.6038,939.61,2026-03-18 18:36:32
SENSOR_532,96.1,1.4898,1059.28,2026-03-18 18:36:32
SENSOR_367,31.88,4.8718,1096.75,2026-03-18 18:36:32
SENSOR_572,51.15,2.0791,998.92,2026-03-18 18:36:32
SENSOR_813,81.47,3.9546,1065.31,2026-03-18 18:36:32
SENSOR_587,66.59,0.4171,907.89,2026-03-18 18:36:32
SENSOR_602,28.36,3.4033,918.99,2026-03-18 18:36:32
SENSOR_200,24.4,0.1209,994.98,2026-03-18 18:36:32
SENSOR_752,87.48,0.1949,926.5,2026-03-18 18:36:32
SENSOR_944,61.48,1.8066,1092.2,2026-03-18 18:36:32
SENSOR_307,28.27,3.41,988.11,2026-03-18 18:36:32
SENSOR_455,52.01,0.8134,934.66,2026-03-18 18:36:32
SENSOR_184,43.06,0.2962,1084.68,2026-03-18 18:36:32
SENSOR_273,95.88,3.8756,970.7,2026-03-18 18:36:32
SENSOR_140,95.52,1.4953,1000.76,2026-03-18 18:36:32
SENSOR_776,36.04,0.9029,944.42,2026-03-18 18:36:32
SENSOR_495,38.31,4.5249,1090.5,2026-03-18 18:36:32
SENSOR_330,95.75,2.3149,963.92,2026-03-18 18:36:32
SENSOR_142,52.25,2.505,978.9,2026-03-18 18:36:32
SENSOR_614,53.67,1.0918,923.43,2026-03-18 18:36:32
SENSOR_918,36.14,1.5485,918.81,2026-03-18 18:36:32
SENSOR_996,95.38,4.6077,965.18,2026-03-18 18:36:32
SENSOR_621,46.06,2.0985,919.56,2026-03-18 18:36:32
SENSOR_592,47.84,4.431,1049.91,2026-03-18 18:36:32
SENSOR_528,88.93,1.9219,992.27,2026-03-18 18:36:32
SENSOR_580,42.72,0.7923,1096.26,2026-03-18 18:36:32
SENSOR_622,43.66,1.3763,1078.7,2026-03-18 18:36:32
