sensor_id,temperature,vibration,pressure,timestamp
SENSOR_598,84.6,2.8445,1079.11,2026-03-18 17:17:59
SENSOR_517,62.45,4.8672,1017.23,2026-03-18 17:17:59
SENSOR_740,85.4,2.0046,1072.7,2026-03-18 17:17:59
SENSOR_333,24.47,2.4172,947.82,2026-03-18 17:17:59
SENSOR_461,52.99,2.0747,1077.72,2026-03-18 17:17:59
SENSOR_560,29.2,2.0183,910.97,2026-03-18 17:17:59
SENSOR_279,62.53,4.4416,972.2,2026-03-18 17:17:59
SENSOR_873,70.11,3.7827,904.43,2026-03-18 17:17:59
SENSOR_288,43.76,3.072,917.4,2026-03-18 17:17:59
SENSOR_818,26.29,1.8163,1008.79,2026-03-18 17:17:59
SENSOR_774,45.52,2.4704,911.14,2026-03-18 17:17:59
SENSOR_668,30.78,1.3516,1034.92,2026-03-18 17:17:59
SENSOR_406,74.52,1.3662,942.96,2026-03-18 17:17:59
SENSOR_959,58.67,2.0797,978.85,2026-03-18 17:17:59
SENSOR_166,69.62,2.6157,917.82,2026-03-18 17:17:59
SENSOR_497,67.5,3.2365,1085.67,2026-03-18 17:17:59
SENSOR_148,50.95,3.6478,1060.52,2026-03-18 17:17:59
SENSOR_683,60.88,2.8156,1046.27,2026-03-18 17:17:59
SENSOR_323,98.9,2.4949,1024.84,2026-03-18 17:17:59
SENSOR_464,91.93,3.6925,1046.62,2026-03-18 17:17:59
SENSOR_618,70.96,4.7587,1075.55,2026-03-18 17:17:59
SENSOR_707,22.46,4.2195,1051.95,2026-03-18 17:17:59
SENSOR_383,86.05,3.7139,989.49,2026-03-18 17:17:59
SENSOR_875,79.15,1.6311,1092.62,2026-03-18 17:17:59
SENSOR_607,36.09,2.1606,1006.16,2026-03-18 17:17:59
SENSOR_519,81.19,3.608,1059.18,2026-03-18 17:17:59
SENSOR_842,90.47,1.7948,1087.75,2026-03-18 17:17:59
SENSOR_967,79.33,4.6614,1001.14,2026-03-18 17:17:59
SENSOR_701,69.8,0.6688,1076.07,2026-03-18 17:17:59
SENSOR_293,24.03,0.1397,1032.6,2026-03-18 17:17:59
SENSOR_111,39.72,2.6381,1084.62,2026-03-18 17:17:59
SENSOR_842,62.56,1.5945,910.14,2026-03-18 17:17:59
SENSOR_654,45.04,0.6524,998.29,2026-03-18 17:17:59
SENSOR_222,73.1,0.4391,1008.65,2026-03-18 17:17:59
SENSOR_573,47.34,3.2678,945.71,2026-03-18 17:17:59
SENSOR_628,54.4,1.6851,1074.21,2026-03-18 17:17:59
SENSOR_338,66.84,3.3452,1065.73,2026-03-18 17:17:59
SENSOR_313,27.21,0.7779,964.95,2026-03-18 17:17:59
SENSOR_991,34.25,4.9679,951.01,2026-03-18 17:17:59
SENSOR_560,94.57,2.3782,914.65,2026-03-18 17:17:59
SENSOR_200,40.37,2.4812,1024.96,2026-03-18 17:17:59
SENSOR_323,46.42,3.3169,908.09,2026-03-18 17:17:59
SENSOR_337,54.06,2.6814,965.04,2026-03-18 17:17:59
SENSOR_954,62.32,2.5328,910.98,2026-03-18 17:17:59
SENSOR_275,31.81,1.1705,992.59,2026-03-18 17:17:59
SENSOR_607,83.27,4.9958,1017.64,2026-03-18 17:17:59
SENSOR_571,91.77,3.219,1045.86,2026-03-18 17:17:59
SENSOR_362,65.01,3.4659,988.17,2026-03-18 17:17:59
SENSOR_364,45.45,1.8129,1058.55,2026-03-18 17:17:59
SENSOR_183,49.21,4.4491,1090.7,2026-03-18 17:17:59
SENSOR_938,85.72,0.7748,959.51,2026-03-18 17:17:59
SENSOR_198,42.64,4.899,945.56,2026-03-18 17:17:59
SENSOR_869,86.52,1.7424,1028.47,2026-03-18 17:17:59
SENSOR_484,75.7,1.1108,979.34,2026-03-18 17:17:59
SENSOR_206,97.95,4.7192,1067.92,2026-03-18 17:17:59
SENSOR_163,86.99,0.3344,944.52,2026-03-18 17:17:59
SENSOR_332,45.86,4.4939,1018.32,2026-03-18 17:17:59
SENSOR_519,46.24,3.5527,925.79,2026-03-18 17:17:59
SENSOR_432,58.79,4.3558,913.24,2026-03-18 17:17:59
SENSOR_695,84.08,2.6464,1079.98,2026-03-18 17:17:59
SENSOR_308,98.64,4.7953,1046.95,2026-03-18 17:17:59
SENSOR_376,32.53,4.0702,1034.71,2026-03-18 17:17:59
SENSOR_978,60.51,4.2935,967.01,2026-03-18 17:17:59
SENSOR_282,69.88,1.4407,1009.46,2026-03-18 17:17:59
SENSOR_538,92.72,4.1078,1033.42,2026-03-18 17:17:59
SENSOR_647,86.32,1.8426,918.09,2026-03-18 17:17:59
SENSOR_666,32.06,1.2785,1023.19,2026-03-18 17:17:59
SENSOR_704,58.21,2.1391,917.57,2026-03-18 17:17:59
SENSOR_134,96.06,4.0641,947.82,2026-03-18 17:17:59
SENSOR_841,25.47,0.3312,1032.79,2026-03-18 17:17:59
SENSOR_706,27.12,4.7167,1085.28,2026-03-18 17:17:59
SENSOR_749,93.52,3.1732,1030.21,2026-03-18 17:17:59
SENSOR_913,39.1,4.9216,976.73,2026-03-18 17:17:59
SENSOR_184,22.4,0.1031,1076.01,2026-03-18 17:17:59
SENSOR_812,90.51,1.1976,1088.93,2026-03-18 17:17:59
SENSOR_208,65.93,3.6116,1060.77,2026-03-18 17:17:59
SENSOR_552,73.18,3.1297,955.51,2026-03-18 17:17:59
SENSOR_109,71.58,3.8407,903.76,2026-03-18 17:17:59
SENSOR_237,52.23,4.2159,940.95,2026-03-18 17:17:59
SENSOR_545,21.89,1.5699,1059.58,2026-03-18 17:17:59
SENSOR_927,59.48,1.4531,1004.31,2026-03-18 17:17:59
SENSOR_158,43.56,3.8091,1020.45,2026-03-18 17:17:59
SENSOR_630,25.02,2.5075,984.91,2026-03-18 17:17:59
SENSOR_289,65.57,3.9886,1065.55,2026-03-18 17:17:59
SENSOR_365,75.3,0.7391,906.58,2026-03-18 17:17:59
SENSOR_395,69.4,1.1485,1063.14,2026-03-18 17:17:59
SENSOR_163,26.71,4.0899,1096.08,2026-03-18 17:17:59
SENSOR_415,50.91,0.7973,920.88,2026-03-18 17:17:59
SENSOR_290,42.75,0.6771,1042.22,2026-03-18 17:17:59
SENSOR_137,67.77,2.875,1078.84,2026-03-18 17:17:59
SENSOR_650,59.73,3.8352,917.84,2026-03-18 17:17:59
SENSOR_687,23.93,2.6324,1010.31,2026-03-18 17:17:59
SENSOR_894,79.62,4.7935,1093.19,2026-03-18 17:17:59
SENSOR_146,36.18,4.6224,934.44,2026-03-18 17:17:59
SENSOR_606,50.77,3.9362,964.98,2026-03-18 17:17:59
SENSOR_609,52.7,1.903,985.38,2026-03-18 17:17:59
SENSOR_980,24.24,3.8027,1061.13,2026-03-18 17:17:59
SENSOR_829,33.62,0.4022,900.67,2026-03-18 17:17:59
SENSOR_803,88.7,1.4775,955.98,2026-03-18 17:17:59
SENSOR_920,82.03,3.6721,925.64,2026-03-18 17:17:59
SENSOR_244,35.36,4.9562,1046.9,2026-03-18 17:17:59
SENSOR_999,41.42,0.6407,918.38,2026-03-18 17:17:59
SENSOR_180,60.93,4.9007,999.8,2026-03-18 17:17:59
SENSOR_260,29.27,4.144,1000.12,2026-03-18 17:17:59
SENSOR_530,79.26,0.539,991.67,2026-03-18 17:17:59
SENSOR_919,33.81,1.2982,1073.97,2026-03-18 17:17:59
SENSOR_794,59.92,0.6494,957.51,2026-03-18 17:17:59
