sensor_id,temperature,vibration,pressure,timestamp
SENSOR_288,49.62,2.2249,988.7,2026-03-18 18:06:28
SENSOR_995,97.09,1.7578,917.53,2026-03-18 18:06:28
SENSOR_846,67.96,4.469,1069.95,2026-03-18 18:06:28
SENSOR_762,32.87,4.888,1022.35,2026-03-18 18:06:28
SENSOR_206,23.1,4.9111,1029.46,2026-03-18 18:06:28
SENSOR_685,25.32,0.6105,1038.33,2026-03-18 18:06:28
SENSOR_607,88.33,1.3779,1022.42,2026-03-18 18:06:28
SENSOR_263,55.93,0.6433,1016.92,2026-03-18 18:06:28
SENSOR_330,55.29,2.5816,981.07,2026-03-18 18:06:28
SENSOR_265,89.32,2.4107,1037.01,2026-03-18 18:06:28
SENSOR_975,87.92,1.3524,997.88,2026-03-18 18:06:28
SENSOR_327,38.38,3.9029,934.43,2026-03-18 18:06:28
SENSOR_493,21.98,1.9067,1083.48,2026-03-18 18:06:28
SENSOR_214,89.12,4.934,1052.72,2026-03-18 18:06:28
SENSOR_776,32.23,1.2186,1063.52,2026-03-18 18:06:28
SENSOR_360,87.22,1.8461,1051.06,2026-03-18 18:06:28
SENSOR_429,41.76,0.5293,931.66,2026-03-18 18:06:28
SENSOR_532,24.3,1.4053,956.13,2026-03-18 18:06:28
SENSOR_977,54.75,3.4579,995.76,2026-03-18 18:06:28
SENSOR_135,90.26,4.7825,939.81,2026-03-18 18:06:28
SENSOR_801,39.47,1.4022,910.93,2026-03-18 18:06:28
SENSOR_269,41.75,1.9832,1067.78,2026-03-18 18:06:28
SENSOR_280,68.61,0.5597,961.83,2026-03-18 18:06:28
SENSOR_251,42.88,2.0241,1068.81,2026-03-18 18:06:28
SENSOR_356,85.45,4.8146,1059.87,2026-03-18 18:06:28
SENSOR_103,46.45,1.5361,971.17,2026-03-18 18:06:28
SENSOR_950,30.4,4.9412,1021.07,2026-03-18 18:06:28
SENSOR_293,30.01,3.0729,922.3,2026-03-18 18:06:28
SENSOR_307,42.77,2.7467,1064.45,2026-03-18 18:06:28
SENSOR_454,47.22,0.2081,1021.0,2026-03-18 18:06:28
SENSOR_186,30.68,1.6574,1052.45,2026-03-18 18:06:28
SENSOR_363,93.55,3.9616,952.16,2026-03-18 18:06:28
SENSOR_609,91.52,4.0794,901.99,2026-03-18 18:06:28
SENSOR_497,68.78,2.6716,973.34,2026-03-18 18:06:28
SENSOR_504,27.6,2.6348,1086.35,2026-03-18 18:06:28
SENSOR_551,77.97,1.2944,1064.03,2026-03-18 18:06:28
SENSOR_291,87.96,3.3329,999.25,2026-03-18 18:06:28
SENSOR_648,95.68,0.4595,909.4,2026-03-18 18:06:28
SENSOR_976,69.92,2.5585,910.43,2026-03-18 18:06:28
SENSOR_727,45.49,4.0521,987.16,2026-03-18 18:06:28
SENSOR_736,36.46,1.9091,947.43,2026-03-18 18:06:28
SENSOR_240,43.32,3.7364,912.45,2026-03-18 18:06:28
SENSOR_546,33.4,4.9532,947.57,2026-03-18 18:06:28
SENSOR_589,36.61,2.6923,941.07,2026-03-18 18:06:28
SENSOR_182,21.79,2.1,1079.87,2026-03-18 18:06:28
SENSOR_885,21.5,0.8176,904.84,2026-03-18 18:06:28
SENSOR_395,67.54,2.0654,1089.02,2026-03-18 18:06:28
SENSOR_369,47.02,4.6162,913.91,2026-03-18 18:06:28
SENSOR_402,62.43,2.4925,918.11,2026-03-18 18:06:28
SENSOR_286,30.25,4.6928,971.29,2026-03-18 18:06:28
SENSOR_147,59.39,4.8945,1028.39,2026-03-18 18:06:28
SENSOR_809,34.32,4.1464,1054.62,2026-03-18 18:06:28
SENSOR_607,41.81,2.9881,900.08,2026-03-18 18:06:28
SENSOR_457,65.91,4.495,1035.44,2026-03-18 18:06:28
SENSOR_285,27.73,1.1544,1001.19,2026-03-18 18:06:28
SENSOR_262,38.08,0.2484,1020.34,2026-03-18 18:06:28
SENSOR_536,47.56,3.6051,1082.85,2026-03-18 18:06:28
SENSOR_897,89.46,1.6533,969.27,2026-03-18 18:06:28
SENSOR_895,92.05,1.9313,1091.0,2026-03-18 18:06:28
SENSOR_723,27.83,1.8294,1072.17,2026-03-18 18:06:28
SENSOR_536,86.5,4.7332,902.84,2026-03-18 18:06:28
SENSOR_309,56.11,0.6824,974.45,2026-03-18 18:06:28
SENSOR_914,43.28,4.0261,958.38,2026-03-18 18:06:28
SENSOR_712,48.34,2.8263,999.39,2026-03-18 18:06:28
SENSOR_845,89.29,3.3448,1016.51,2026-03-18 18:06:28
SENSOR_754,78.01,3.5684,1017.17,2026-03-18 18:06:28
SENSOR_922,94.57,0.2072,1006.73,2026-03-18 18:06:28
SENSOR_784,42.78,0.2943,971.5,2026-03-18 18:06:28
SENSOR_176,81.04,2.1221,1065.08,2026-03-18 18:06:28
SENSOR_923,57.07,0.6752,1061.83,2026-03-18 18:06:28
SENSOR_181,69.17,2.6682,923.84,2026-03-18 18:06:28
SENSOR_209,26.7,1.7437,934.25,2026-03-18 18:06:28
SENSOR_619,64.8,0.9526,1002.31,2026-03-18 18:06:28
SENSOR_740,71.52,1.3764,1034.97,2026-03-18 18:06:28
SENSOR_101,85.66,4.5453,1077.54,2026-03-18 18:06:28
SENSOR_296,57.28,4.5876,1069.7,2026-03-18 18:06:28
SENSOR_540,70.64,2.0577,1022.89,2026-03-18 18:06:28
SENSOR_972,32.19,3.838,925.06,2026-03-18 18:06:28
SENSOR_856,53.77,3.4722,1043.09,2026-03-18 18:06:28
SENSOR_474,66.03,4.2223,1044.39,2026-03-18 18:06:28
SENSOR_366,93.52,1.3544,1063.58,2026-03-18 18:06:28
SENSOR_495,77.76,1.4424,921.17,2026-03-18 18:06:28
SENSOR_325,20.15,2.7235,962.23,2026-03-18 18:06:28
SENSOR_997,72.95,1.9236,988.31,2026-03-18 18:06:28
SENSOR_146,41.71,4.9138,991.04,2026-03-18 18:06:28
