sensor_id,temperature,vibration,pressure,timestamp
SENSOR_270,97.84,2.0132,985.39,2026-03-18 18:11:29
SENSOR_833,69.42,2.3885,947.16,2026-03-18 18:11:29
SENSOR_555,59.22,1.6213,1059.96,2026-03-18 18:11:29
SENSOR_948,53.84,2.7057,1040.01,2026-03-18 18:11:29
SENSOR_166,83.75,3.8823,1069.39,2026-03-18 18:11:29
SENSOR_360,86.51,4.9994,1068.32,2026-03-18 18:11:29
SENSOR_874,31.88,2.2368,997.86,2026-03-18 18:11:29
SENSOR_434,78.25,2.2963,960.78,2026-03-18 18:11:29
SENSOR_633,33.95,2.7093,1076.79,2026-03-18 18:11:29
SENSOR_745,75.21,0.6091,1090.55,2026-03-18 18:11:29
SENSOR_109,83.49,4.6485,1054.05,2026-03-18 18:11:29
SENSOR_345,77.57,3.4911,951.69,2026-03-18 18:11:29
SENSOR_913,69.39,2.3082,1012.16,2026-03-18 18:11:29
SENSOR_518,20.12,1.5632,1037.68,2026-03-18 18:11:29
SENSOR_146,93.74,0.6071,1075.32,2026-03-18 18:11:29
SENSOR_711,68.19,0.1837,905.96,2026-03-18 18:11:29
SENSOR_713,71.31,2.471,914.0,2026-03-18 18:11:29
SENSOR_763,33.88,2.2352,918.09,2026-03-18 18:11:29
SENSOR_638,72.26,4.2398,970.21,2026-03-18 18:11:29
SENSOR_550,29.86,3.6134,1084.19,2026-03-18 18:11:29
SENSOR_164,91.37,0.7512,967.55,2026-03-18 18:11:29
SENSOR_772,20.39,2.0412,924.76,2026-03-18 18:11:29
SENSOR_196,85.49,2.884,988.71,2026-03-18 18:11:29
SENSOR_439,65.28,3.349,1071.31,2026-03-18 18:11:29
SENSOR_383,57.69,2.3853,1047.12,2026-03-18 18:11:29
SENSOR_518,33.23,4.1004,998.44,2026-03-18 18:11:29
SENSOR_780,61.63,1.5677,1029.09,2026-03-18 18:11:29
SENSOR_207,98.91,1.0503,981.97,2026-03-18 18:11:29
SENSOR_292,96.67,3.0583,1003.39,2026-03-18 18:11:29
SENSOR_741,92.03,4.8506,975.75,2026-03-18 18:11:29
SENSOR_513,66.45,3.3459,1029.03,2026-03-18 18:11:29
SENSOR_753,82.37,1.7135,1001.53,2026-03-18 18:11:29
SENSOR_943,23.36,2.0866,945.79,2026-03-18 18:11:29
SENSOR_550,41.18,3.6469,1015.7,2026-03-18 18:11:29
SENSOR_425,94.02,4.8825,900.3,2026-03-18 18:11:29
SENSOR_745,61.44,2.7499,951.93,2026-03-18 18:11:29
SENSOR_643,44.29,2.44,936.14,2026-03-18 18:11:29
SENSOR_411,20.77,3.482,981.52,2026-03-18 18:11:29
SENSOR_856,81.26,1.9038,1057.59,2026-03-18 18:11:29
SENSOR_116,30.34,1.8507,1018.51,2026-03-18 18:11:29
SENSOR_480,46.61,3.599,1027.24,2026-03-18 18:11:29
SENSOR_188,55.71,2.8765,990.32,2026-03-18 18:11:29
SENSOR_842,79.37,3.4753,1022.35,2026-03-18 18:11:29
SENSOR_685,50.11,3.0243,1037.25,2026-03-18 18:11:29
SENSOR_757,61.73,1.4838,1052.61,2026-03-18 18:11:29
SENSOR_732,71.51,3.119,1083.8,2026-03-18 18:11:29
SENSOR_990,46.4,2.5942,997.52,2026-03-18 18:11:29
SENSOR_527,89.53,2.4795,947.31,2026-03-18 18:11:29
SENSOR_255,32.26,3.6901,958.28,2026-03-18 18:11:29
SENSOR_476,36.69,0.9178,1010.34,2026-03-18 18:11:29
SENSOR_184,48.54,1.2215,977.05,2026-03-18 18:11:29
SENSOR_806,58.52,4.6776,1004.95,2026-03-18 18:11:29
SENSOR_158,78.06,4.3178,1022.66,2026-03-18 18:11:29
SENSOR_626,26.8,0.5253,1074.49,2026-03-18 18:11:29
SENSOR_848,49.97,1.62,1069.29,2026-03-18 18:11:29
SENSOR_601,96.84,3.3869,1091.53,2026-03-18 18:11:29
SENSOR_798,90.09,3.4487,944.25,2026-03-18 18:11:29
SENSOR_391,79.94,1.9774,901.52,2026-03-18 18:11:29
SENSOR_237,93.6,4.058,978.36,2026-03-18 18:11:29
SENSOR_366,41.14,3.9308,1080.25,2026-03-18 18:11:29
SENSOR_265,61.42,2.0874,1031.83,2026-03-18 18:11:29
SENSOR_440,27.29,3.3131,1083.62,2026-03-18 18:11:29
SENSOR_374,39.08,3.6649,976.05,2026-03-18 18:11:29
SENSOR_404,28.69,4.526,1073.57,2026-03-18 18:11:29
SENSOR_730,33.79,1.0918,1014.4,2026-03-18 18:11:29
SENSOR_252,67.65,3.4288,1038.69,2026-03-18 18:11:29
SENSOR_181,91.01,1.2919,989.79,2026-03-18 18:11:29
SENSOR_848,24.88,4.7532,1049.7,2026-03-18 18:11:29
SENSOR_390,91.61,0.5845,1073.1,2026-03-18 18:11:29
SENSOR_417,97.58,1.7566,942.72,2026-03-18 18:11:29
SENSOR_598,47.44,2.5227,1054.89,2026-03-18 18:11:29
SENSOR_359,63.09,4.2215,964.49,2026-03-18 18:11:29
SENSOR_399,71.52,1.3757,937.06,2026-03-18 18:11:29
SENSOR_737,74.55,1.1164,939.34,2026-03-18 18:11:29
SENSOR_729,20.67,3.6084,1077.51,2026-03-18 18:11:29
SENSOR_161,74.09,3.421,983.75,2026-03-18 18:11:29
SENSOR_943,41.56,1.7814,924.87,2026-03-18 18:11:29
SENSOR_595,82.53,0.863,1021.24,2026-03-18 18:11:29
SENSOR_350,33.9,1.4435,926.71,2026-03-18 18:11:29
SENSOR_579,83.88,3.6672,912.61,2026-03-18 18:11:29
SENSOR_991,26.15,3.813,997.81,2026-03-18 18:11:29
SENSOR_237,71.56,0.2999,1084.36,2026-03-18 18:11:29
SENSOR_803,71.68,0.8977,966.21,2026-03-18 18:11:29
SENSOR_334,59.24,1.1644,1085.0,2026-03-18 18:11:29
SENSOR_127,82.36,0.9749,980.81,2026-03-18 18:11:29
SENSOR_761,78.14,1.2342,1009.72,2026-03-18 18:11:29
SENSOR_569,77.05,1.5165,904.67,2026-03-18 18:11:29
SENSOR_170,25.14,4.9727,1071.52,2026-03-18 18:11:29
SENSOR_868,66.13,3.9718,916.73,2026-03-18 18:11:29
SENSOR_578,73.29,2.8199,1084.46,2026-03-18 18:11:29
SENSOR_687,50.49,3.3097,1000.74,2026-03-18 18:11:29
SENSOR_659,28.17,0.532,913.43,2026-03-18 18:11:29
SENSOR_207,22.01,2.2574,965.98,2026-03-18 18:11:29
SENSOR_254,37.18,1.0047,953.9,2026-03-18 18:11:29
SENSOR_352,81.9,2.3776,939.4,2026-03-18 18:11:29
SENSOR_109,83.32,0.877,931.56,2026-03-18 18:11:29
