sensor_id,temperature,vibration,pressure,timestamp
SENSOR_729,43.65,4.2944,938.03,2026-03-19 01:02:01
SENSOR_888,77.14,4.4221,929.04,2026-03-19 01:02:01
SENSOR_506,37.33,2.548,1028.46,2026-03-19 01:02:01
SENSOR_532,85.27,1.2779,1087.61,2026-03-19 01:02:01
SENSOR_432,60.1,4.2633,948.96,2026-03-19 01:02:01
SENSOR_168,24.04,3.6119,985.02,2026-03-19 01:02:01
SENSOR_430,96.99,4.3024,988.48,2026-03-19 01:02:01
SENSOR_159,43.05,2.3891,1070.68,2026-03-19 01:02:01
SENSOR_663,36.81,0.4613,1076.06,2026-03-19 01:02:01
SENSOR_912,55.29,3.7014,916.89,2026-03-19 01:02:01
SENSOR_866,50.05,4.1634,900.28,2026-03-19 01:02:01
SENSOR_279,26.42,2.6814,975.8,2026-03-19 01:02:01
SENSOR_404,64.56,0.1563,925.42,2026-03-19 01:02:01
SENSOR_457,87.95,0.6513,964.79,2026-03-19 01:02:01
SENSOR_279,60.03,4.4826,926.86,2026-03-19 01:02:01
SENSOR_779,21.99,4.8047,933.01,2026-03-19 01:02:01
SENSOR_382,47.58,0.9381,934.11,2026-03-19 01:02:01
SENSOR_932,91.36,2.3328,940.12,2026-03-19 01:02:01
SENSOR_205,27.87,2.9029,994.14,2026-03-19 01:02:01
SENSOR_851,26.97,4.6779,931.49,2026-03-19 01:02:01
SENSOR_118,61.57,3.2185,902.8,2026-03-19 01:02:01
SENSOR_913,92.1,4.2692,978.1,2026-03-19 01:02:01
SENSOR_388,32.34,3.6565,906.67,2026-03-19 01:02:01
SENSOR_546,76.52,2.4321,973.19,2026-03-19 01:02:01
SENSOR_445,44.23,4.4579,978.47,2026-03-19 01:02:01
SENSOR_146,91.45,0.4748,975.68,2026-03-19 01:02:01
SENSOR_266,37.2,4.8638,1014.47,2026-03-19 01:02:01
SENSOR_225,98.51,4.7357,945.79,2026-03-19 01:02:01
SENSOR_435,65.37,1.1452,1027.04,2026-03-19 01:02:01
SENSOR_436,69.62,2.8985,1068.58,2026-03-19 01:02:01
SENSOR_531,54.72,0.1771,1014.3,2026-03-19 01:02:01
SENSOR_588,88.13,0.1559,971.77,2026-03-19 01:02:01
SENSOR_391,90.95,3.3153,1036.73,2026-03-19 01:02:01
SENSOR_498,69.98,1.888,900.39,2026-03-19 01:02:01
SENSOR_721,91.6,4.6711,991.32,2026-03-19 01:02:01
SENSOR_598,25.33,2.2903,972.22,2026-03-19 01:02:01
SENSOR_597,59.11,3.749,928.58,2026-03-19 01:02:01
SENSOR_823,65.79,3.2711,1000.05,2026-03-19 01:02:01
SENSOR_309,86.62,4.5914,1043.89,2026-03-19 01:02:01
SENSOR_344,51.3,1.7624,950.42,2026-03-19 01:02:01
SENSOR_202,48.73,2.4051,1084.76,2026-03-19 01:02:01
SENSOR_188,69.7,4.4552,1058.77,2026-03-19 01:02:01
SENSOR_821,49.74,0.336,1000.7,2026-03-19 01:02:01
SENSOR_558,28.88,0.1938,902.67,2026-03-19 01:02:01
SENSOR_130,58.55,3.4363,1043.16,2026-03-19 01:02:01
SENSOR_970,83.78,2.7549,951.78,2026-03-19 01:02:01
SENSOR_540,40.1,1.7018,948.65,2026-03-19 01:02:01
SENSOR_269,89.09,2.1917,929.66,2026-03-19 01:02:01
SENSOR_953,79.86,1.2501,984.09,2026-03-19 01:02:01
SENSOR_937,48.7,3.8601,1035.47,2026-03-19 01:02:01
SENSOR_430,61.15,3.2168,1028.64,2026-03-19 01:02:01
SENSOR_422,59.84,0.6529,1084.43,2026-03-19 01:02:01
SENSOR_696,75.05,3.4231,990.98,2026-03-19 01:02:01
SENSOR_697,32.77,4.7395,985.25,2026-03-19 01:02:01
SENSOR_787,49.99,1.782,1013.47,2026-03-19 01:02:01
SENSOR_164,56.86,3.8077,1033.88,2026-03-19 01:02:01
SENSOR_642,90.18,2.8769,932.21,2026-03-19 01:02:01
SENSOR_819,24.34,1.6073,967.23,2026-03-19 01:02:01
SENSOR_312,97.91,0.5263,954.08,2026-03-19 01:02:01
SENSOR_527,66.95,2.6454,921.41,2026-03-19 01:02:01
SENSOR_148,67.72,0.2244,1097.44,2026-03-19 01:02:01
SENSOR_656,44.8,2.8469,902.1,2026-03-19 01:02:01
SENSOR_866,91.73,1.8693,950.34,2026-03-19 01:02:01
SENSOR_548,32.83,2.8906,993.68,2026-03-19 01:02:01
SENSOR_664,78.11,2.1045,1003.54,2026-03-19 01:02:01
SENSOR_794,41.76,0.8508,921.92,2026-03-19 01:02:01
SENSOR_754,58.77,2.5308,1041.96,2026-03-19 01:02:01
SENSOR_462,28.02,2.6814,932.6,2026-03-19 01:02:01
SENSOR_550,41.06,3.1678,1049.62,2026-03-19 01:02:01
SENSOR_801,45.67,4.0752,1018.15,2026-03-19 01:02:01
SENSOR_763,85.02,3.9307,1049.74,2026-03-19 01:02:01
SENSOR_147,66.76,3.9964,979.29,2026-03-19 01:02:01
SENSOR_108,85.0,1.3652,934.31,2026-03-19 01:02:01
SENSOR_214,69.88,1.3374,904.52,2026-03-19 01:02:01
SENSOR_184,71.59,3.8572,1036.28,2026-03-19 01:02:01
SENSOR_550,23.43,0.6911,1040.87,2026-03-19 01:02:01
SENSOR_416,79.67,0.2481,1054.34,2026-03-19 01:02:01
SENSOR_644,90.66,3.5545,1061.42,2026-03-19 01:02:01
SENSOR_241,20.85,3.8325,1017.41,2026-03-19 01:02:01
SENSOR_777,79.05,1.0301,952.72,2026-03-19 01:02:01
SENSOR_515,77.59,1.662,956.43,2026-03-19 01:02:01
SENSOR_425,57.58,0.306,963.5,2026-03-19 01:02:01
SENSOR_627,74.22,0.5653,920.72,2026-03-19 01:02:01
SENSOR_814,34.36,2.8502,903.46,2026-03-19 01:02:01
SENSOR_475,95.42,4.996,1015.45,2026-03-19 01:02:01
SENSOR_367,52.3,1.9289,932.74,2026-03-19 01:02:01
SENSOR_389,87.67,4.2727,1057.53,2026-03-19 01:02:01
SENSOR_380,55.32,2.3725,1039.69,2026-03-19 01:02:01
SENSOR_173,50.15,0.6202,1033.52,2026-03-19 01:02:01
SENSOR_587,67.18,1.5745,1023.81,2026-03-19 01:02:01
SENSOR_770,88.73,1.6587,955.12,2026-03-19 01:02:01
SENSOR_872,74.92,4.7841,1017.95,2026-03-19 01:02:01
SENSOR_828,84.09,4.3209,930.15,2026-03-19 01:02:01
SENSOR_983,72.54,0.7308,1091.82,2026-03-19 01:02:01
SENSOR_572,82.26,1.743,900.58,2026-03-19 01:02:01
SENSOR_999,31.74,1.3462,1031.01,2026-03-19 01:02:01
SENSOR_451,26.98,3.6085,1068.88,2026-03-19 01:02:01
SENSOR_487,47.35,3.4114,959.46,2026-03-19 01:02:01
SENSOR_983,96.19,3.19,1003.7,2026-03-19 01:02:01
SENSOR_465,91.57,0.767,1086.23,2026-03-19 01:02:01
SENSOR_862,58.47,4.7832,1091.92,2026-03-19 01:02:01
SENSOR_294,37.04,3.1501,910.18,2026-03-19 01:02:01
SENSOR_850,28.88,1.2228,989.15,2026-03-19 01:02:01
SENSOR_180,44.76,2.9714,1033.3,2026-03-19 01:02:01
SENSOR_619,87.03,2.2137,1017.06,2026-03-19 01:02:01
SENSOR_101,97.06,3.9318,1077.77,2026-03-19 01:02:01
SENSOR_336,20.37,4.8343,908.06,2026-03-19 01:02:01
SENSOR_488,73.36,1.3001,919.91,2026-03-19 01:02:01
SENSOR_954,59.35,1.8556,920.9,2026-03-19 01:02:01
SENSOR_552,72.43,2.4861,961.03,2026-03-19 01:02:01
SENSOR_928,29.24,0.985,903.94,2026-03-19 01:02:01
SENSOR_250,96.9,4.6328,959.74,2026-03-19 01:02:01
SENSOR_640,39.68,1.8456,1020.25,2026-03-19 01:02:01
SENSOR_982,99.81,3.0908,1048.67,2026-03-19 01:02:01
SENSOR_159,25.1,3.994,939.26,2026-03-19 01:02:01
SENSOR_503,24.06,4.5619,1099.18,2026-03-19 01:02:01
SENSOR_341,77.52,2.6954,995.93,2026-03-19 01:02:01
SENSOR_107,61.28,3.3555,917.86,2026-03-19 01:02:01
SENSOR_591,25.22,4.3392,1073.7,2026-03-19 01:02:01
SENSOR_885,91.14,4.6505,945.72,2026-03-19 01:02:01
SENSOR_804,92.43,4.061,1051.07,2026-03-19 01:02:01
SENSOR_807,91.08,3.5718,944.64,2026-03-19 01:02:01
SENSOR_992,78.99,3.5964,967.43,2026-03-19 01:02:01
SENSOR_424,87.27,0.958,998.85,2026-03-19 01:02:01
SENSOR_346,60.57,0.6243,1031.24,2026-03-19 01:02:01
SENSOR_743,65.99,4.0287,952.7,2026-03-19 01:02:01
SENSOR_406,62.79,0.5092,978.8,2026-03-19 01:02:01
SENSOR_941,27.67,1.3768,953.83,2026-03-19 01:02:01
SENSOR_703,31.72,4.8847,968.17,2026-03-19 01:02:01
SENSOR_398,49.28,3.219,1099.14,2026-03-19 01:02:01
SENSOR_219,79.55,0.8362,1013.6,2026-03-19 01:02:01
SENSOR_675,22.53,3.7208,1077.83,2026-03-19 01:02:01
SENSOR_639,99.08,1.5241,1077.36,2026-03-19 01:02:01
SENSOR_452,74.43,2.2788,1029.14,2026-03-19 01:02:01
SENSOR_463,65.25,1.7796,1040.31,2026-03-19 01:02:01
SENSOR_466,35.38,1.1276,1091.89,2026-03-19 01:02:01
SENSOR_689,60.4,0.3158,1058.86,2026-03-19 01:02:01
SENSOR_160,66.66,4.7865,1086.29,2026-03-19 01:02:01
SENSOR_696,79.35,0.7238,1015.73,2026-03-19 01:02:01
SENSOR_850,45.78,0.5538,956.52,2026-03-19 01:02:01
SENSOR_815,48.92,1.6852,950.13,2026-03-19 01:02:01
SENSOR_472,59.53,0.7615,941.73,2026-03-19 01:02:01
SENSOR_515,66.34,2.6082,915.02,2026-03-19 01:02:01
SENSOR_472,96.64,2.7013,996.84,2026-03-19 01:02:01
SENSOR_711,83.43,2.1201,1044.45,2026-03-19 01:02:01
SENSOR_488,58.09,2.1137,956.34,2026-03-19 01:02:01
SENSOR_649,65.91,2.5045,1067.01,2026-03-19 01:02:01
SENSOR_981,76.01,1.3022,1061.89,2026-03-19 01:02:01
SENSOR_531,46.97,3.9454,954.87,2026-03-19 01:02:01
SENSOR_598,25.22,4.6443,981.25,2026-03-19 01:02:01
